voyageID,captainName,rank,fromPlace,toPlace,voyageStartDate,nationality,shipName,shipType,companyName
18429,JOSEPH SNCHEZ,CAPITAN,CDIZ,RO DE JANEIRO (BRASIL),1809-07-09,Spanish,MERCURIO,CORBETA,
18430,PEDRO TRUXILLO,CAPITAN,CDIZ,SANTA CATALINA,1776-11-13,Spanish,EL MONARCA,NAVO,
18431,BENITO ANTONIO DE LIRA,COMANDANTE,CDIZ,SANTA CATALINA (BRASIL),1776-11-13,Spanish,EL ANDALUZ,CHAMBEQUN,
18432,JUAN DE LANGARA Y DUARTE,CAPITAN,CDIZ,SANTA CATALINA (BRASIL),1776-11-13,Spanish,PODEROSO,FRAGATA,
18433,ANTONIO DE CRDOBA,CAPITAN,CDIZ,SANTA CATHALINA,1776-11-13,Spanish,MARTE,PAQUEBOTE,
18434,FCO. BANZES,CAPITAN,CDIZ,STA. CATALINA Y MONTEVID.,1776-11-13,Spanish,SAN JOSEPH (PODEROSO),NAVO,
18435,FCO. BANZES,CAPITAN,CDIZ,STA CATALINA Y MONTEVIDEO,1776-11-13,Spanish,SAN JOSEPH (PODEROSO),NAVO,
18436,FCO. BANZES,CAPITAN,CDIZ,STA. CATALINA Y MONTEVIDEO,1776-11-13,Spanish,SAN JOSEPH (PODEROSO),NAVO,
18437,FCO. BANZES,CAPITAN,CDIZ,STA. CATAL. Y MONTEV.,1776-11-13,Spanish,SAN JOSEPH (PODEROSO),NAVO,
18438,JOSE DE JULIAN,CAPITAN,CDIZ,TNGER (Y VUELTA),1824-11-15,Spanish,LA PERLA,FRAGATA,
18439,FRANCISCO DE MEDINA,COMANDANTE,CDIZ,VERACRUZ,1772-05-30,Spanish,SANTA TERESA DE JES_S,NAVO,
18440,FRANCISCO MEDINA,COMANDANTE,CDIZ,VERACRUZ,1772-05-30,Spanish,SANTA TERESA DE JES_S,NAVO,
18441,FCO. MEDINA,CAPITAN,CDIZ,VERACRUZ,1772-07-05,Spanish,SANTA TERESA (ALIAS DRAGON),NAVO,
18442,RUBALCABA,CAPITAN,CDIZ,VERACRUZ,1774-08-18,Spanish,SANTO DOMINGO,BUQUE,
18443,CARLOS BADIN,CAPITAN,CDIZ,VERACRUZ,1793-11-07,Spanish,NaSa DEL ROSARIO (LA NUMANCIA),FRAGATA,
18444,ANTONIO GALEANO,CAPITAN,CDIZ,VERACRUZ,1793-11-08,Spanish,Na Sa DE LOS DOLORES,FRAGATA,
18445,JUAN DE MENDOZA,CAPITAN,CDIZ,VERACRUZ (M_XICO),1793-11-07,Spanish,"Na Sa DEL ROSARIO, (LA PAZ)",FRAGATA,
18446,PEDRO TRUXILLO,CAPITAN,CDIZ,YA VEREMOS,1776-11-13,Spanish,EL MONARCA,NAVO,
18447,,,CDIZ?,,1789-08-02,Spanish,DESCONOCIDO-19,FRAGATA,
18448,,,CDIZ?,DESCONOCIDO,1789-08-02,Spanish,DESCONOCIDO-19,FRAGATA,
18449,R. Grivel,Kapitein,Ceijlon,Coromandel,1853-04-13,Dutch,Rembrandt van Rhijn,,
18450,Jacobus Buijs,KtZ,Ceserijen,Batavia,1755-02-26,Dutch,Spaarzaamheid,,
18451,,,Ceylon,Baai van Punto,1786-10-12,Dutch,Ceres,,ADM
18452,Cornelis van der Stam,Captijn Luitenant ter Zee,Ceylon,Batavia,1757-03-19,Dutch,Sloterdijk,,VOC
18453,,,Ceylon,Kaap de Goede Hoop,1788-08-12,Dutch,Ceres,,ADM
18454,Jacob Pieter van Braam,Kapitein,Ceylon,Rotterdam,1786-01-27,Dutch,Utrecht,Fregat,ADM
18455,John Peighin,Captain,Ceylon,St. Marys Road Madagascar,1764-08-06,British,Seaford,6th Rate,RN
18456,Cornelis van de Stam,Ltz,Ceylon,Texel,1753-11-15,Dutch,Akerendam,,VOC
18457,C. Eeg,KLtz,Charillo,Anna Maria,1825-04-11,Dutch,Pollux,,ADM
18458,Mark Robinson,Captain,Charleston,Nantucket,1770-05-21,British,Fowey,6th Rate,RN
18459,Pen Hallow Cuming,Captain,Charleston,Plymouth,1758-08-25,British,Blandford,Frigate,RN
18460,Thomas Hayward,Captain,Charleston,Plymouth,1771-10-21,British,Martin,Sloop,RN
18461,William Scott,Captain,Charlestown,Barbados,1782-05-05,British,Magicienne,5th Rate,RN
18462,James Williams,Captain,Charlestown,Deptford,1766-07-25,British,Tryal,Sloop,RN
18463,Mark Robinson,Captain,Charlestown,Halifax,1769-07-18,British,Fowey,6th Rate,RN
18464,Julian Legge ,Captain,Charlestown,Hampton Road (Virginia),1754-06-03,British,Shoreham,6th Rate,RN
18465,Mark Robinson,Captain,Charlestown,New York,1768-09-01,British,Fowey,6th Rate,RN
18466,George Keith Elphinstone,Captain,Charlestown,New York,1778-10-02,British,Perseus,6th Rate,RN
18467,Mark Robinson,Captain,Charlestown,Norfolk Virginia,1771-01-23,British,Fowey,6th Rate,RN
18468,John Challoner Jackson,Captain,Charlestown,"Port Royal, Jamaica",1769-01-02,British,Druid,5th Rate,RN
18469,,,Charlestown,Portsmouth,1756-06-09,British,Syren,,RN
18470,Edward Edwards,Captain,CharlesTown,St Lucia,1782-12-20,British,Narcissus,6th Rate,RN
18471,George Keith Elphinstone,Captain,Charles Town,Antigua,1777-01-26,British,Perseus,6th Rate,RN
18472,Tyringham Howe,Captain,Charles Town,New York,1772-11-27,British,Cruizer,Sloop,RN
18473,Julian Legge,Captain,Charles Town,Providence (Bahamas),1754-12-14,British,Shoreham,6th Rate,RN
18474,George Keith Elphinstone,Captain,Charles Town,Spithead,1780-05-18,British,Perseus,6th Rate,RN
18475,John Knight,Author,Charles Town (Charleston),Deptford,1757-08-13,British,Arundel,6th Rate,RN
18476,J. Reynolds,Captain,Charles Town (Charleston),Lisbon,1751-06-10,British,Arundel,6th Rate,RN
18477,,,Charles Town (Charleston USA),Lizard,1752-12-19,British,Hornet,sloop,RN
18478,,,Charles Town (Charleston USA),Lizard,1753-12-19,British,Hornet,sloop,RN
18479,,,Cherillos,Noahiwa,1825-04-10,Dutch,Maria Reigersbergen,Fregat,ADM
18480,Julian Legge ,Captain,Chibucto Harbour (Halifax),Sandy Hook (New York),1754-08-01,British,Shoreham,6th Rate,RN
18481,ANTONIO DOMONTE,CAPITAN,CHILO_,ISLA DE PASCUA Y EL CALLAO,1771-01-13,Spanish,SANTA ROSALA,FRAGATA,
18482,Jacobus Arkenbout,KtZ,Chintsura,Batvia,1788-04-06,Dutch,Verwachting,Chialoup,VOC
18483,,,Churchill,Gravesend,1765-09-25,British,Prince Rupert,,Hudson Bay Company
18484,,,Churchill,Gravesend,1766-09-08,British,Prince Rupert,,Hudson Bay Company
18485,,,Churchill,Gravesend,1767-09-24,British,Prince Rupert,,Hudson Bay Company
18486,,,Churchill,Gravesend,1768-09-12,British,Prince Rupert,,Hudson Bay Company
18487,,,Churchill,Gravesend,1769-09-22,British,Prince Rupert,,Hudson Bay Company
18488,,,Churchill,Gravesend,1772-09-15,British,Prince Rupert,,Hudson Bay Company
18489,,,Churchill,Gravesend,1773-09-20,British,Prince Rupert,,Hudson Bay Company
18490,,,Churchill,Gravesend,1776-09-18,British,Prince Rupert,,Hudson Bay Company
18491,William Christopher,Captain,Churchill,Gravesend,1779-10-02,British,Seahorse,,Hudson Bay Company
18492,,,Churchill,Gravesend,1782-09-07,British,Prince Rupert,,Hudson Bay Company
18493,,,Churchill,Gravesend,1783-10-15,British,Prince Rupert,,Hudson Bay Company
18494,,,Churchill,Gravesend,1784-09-24,British,Prince Rupert,,Hudson Bay Company
18495,,,Churchill,Gravesend,1785-09-13,British,Prince Rupert,,Hudson Bay Company
18496,,,Churchill,Gravesend,1786-09-24,British,Prince Rupert,,Hudson Bay Company
18497,,,Churchill,London,1775-09-08,British,Prince Rupert,,Hudson Bay Company
18498,J. F. D. Bouricius,Kapitein ter Zee,Clarence Cove,Ascension,1850-05-04,Dutch,Prins Van Oranje,Fregat,Marine
18499,G. Dixon,Captain,Coal Harbour,Montague Isle,1786-08-13,British,Queen Charlotte,,
18500,M. Le Comte de Grasse,Cdt.,Coastal,Coastal,1776-07-21,French,Amphitrite,,
18501,W.L. Veerman,Luitenant 2e kl.,Coastal East India,Coastal East India,1816-09-04,Dutch,Admiraal Evertsen,,ADM
18502,W.L. Veerman,Luitenant 2e kl.,Coastal East India,Coastal East India,1816-09-07,Dutch,Admiraal Evertsen,,ADM
18503,W.L. Veerman,Luitenant 2e kl.,Coastal East India,Coastal East India,1816-11-04,Dutch,Admiraal Evertsen,,ADM
18504,W.L. Veerman,Luitenant 2e kl.,Coastal East India,Coastal East India,1817-02-22,Dutch,Admiraal Evertsen,,ADM
18505,W.L. Veerman,Luitenant 2e kl.,Coastal East India,Coastal East India,1817-05-04,Dutch,Admiraal Evertsen,,ADM
18506,W.L. Veerman,Luitenant 2e kl.,Coastal East India,Coastal East India,1817-10-02,Dutch,Admiraal Evertsen,,ADM
18507,W.L. Veerman,Luitenant 2e kl.,Coastal East India,Coastal East India,1817-11-21,Dutch,Admiraal Evertsen,,ADM
18508,W.L. Veerman,Luitenant 2e kl.,Coastal East India,Coastal East India,1818-03-07,Dutch,Admiraal Evertsen,,ADM
18509,W.L. Veerman,Luitenant 2e kl.,Coastal East India,Coastal East India,1818-11-09,Dutch,Admiraal Evertsen,,ADM
18510,,,Coastal Gulf of Guinea,,1751-11-06,Dutch,Vrouwe Johanna Cores,Fregat,MCC
18511,,,Coastal Gulf of Guinee,,1794-07-01,Dutch,Vergenoegen,Fregat,MER
18512,Carel Bredau,Kapitein,Coastal Gulf of Guinee,,1794-07-01,Dutch,Vergenoegen,Fregat,MCC
18513,Cornelis van der Stam,Captijn Luitenant ter Zee,Cochin,Batavia,1758-04-29,Dutch,Sloterdijk,,VOC
18514,,,Cochin,Gulf of Aden,1780-03-13,British,Coventry,6th Rate,RN
18515,Thomas Lynn,Captain,Cochine,Cape of Good Hope,1764-01-01,British,Chatham,4th Rate,RN
18516,Cornelis van de Stam,Ltz,Colombo,Batavia,1756-03-25,Dutch,Akerendam,,VOC
18517,Cornelis van der Stam,Captijn Luitenant ter Zee,Colombo,Batavia,1761-03-20,Dutch,Bos en Hoven,,VOC
18518,Engelbertus Lucas,Commandeur,Colombo,Batavia,1786-12-01,Dutch,Scipio,Fregat,ADM
18519,Philip Affleck,Captain,Colombo (Sri Lanka),Princes Island (Java),1761-12-13,British,Baleine,5th Rate,RN
18520,,,CONCEPCIN (CHILE),CALLAO (LIMA-PER_),1769-10-23,Spanish,DESCONOCIDO-12,DESCONOCIDA,
18521,DOMINGO BONECHEA,CAPITAN,CONCEPCIN (CHILE),EL CALLAO (PER_),1768-09-15,Spanish,EL AGUILA,FRAGATA/ CORREO,
18522,Matthew Whitwell,Captain,Connecticutt,Cadiz,1755-01-25,British,Triton,6th rate,RN
18523,Charles Inglis,Captain,Cork,Antigua,1779-03-05,British,Salisbury,,RN
18524,Francis Wyatt,Captain,Cork,Barbados,1757-03-05,British,Lively,6th Rate,RN
18525,James Feathas,Captain,Cork,Barbados,1761-09-01,British,Crown,,RN
18526,William Truscott,Captain,Cork,Barbados,1793-10-26,British,Ganges,3rd rate,RN
18527,George Oakes,Captain,Cork,Barbados,1795-02-20,British,Regulus,5th rate,RN
18528,Robert Rolles,Captain,Cork,Barbados,1796-03-21,British,Laurel,6th rate,RN
18529,William Carthew,Captain,Cork,Barbados,1796-10-25,British,Regulus,5th rate,RN
18530,Henry Raper,Captain,Cork,Barbados,1799-11-27,British,LAimable,5th rate,RN
18531,John Colville,Captain,Cork,Barbados,1801-06-07,British,Ambuscade,5th Rate,RN
18532,Thomas Gosselin,Captain,Cork,Carlise Bay,1801-01-24,British,Syren,,RN
18533,Lord William Fitzroy,Captain,Cork,Carlise Bay Barbados,1803-11-14,British,Fairy,6th rate,RN
18534,Frederick Hunn,Captain,Cork,Funchal,1824-05-25,British,Tweed,5th rate,RN
18535,Robert Digby,Captain,Cork,Goree,1758-11-12,British,Dunkirk,4th Rate,RN
18536,Charles Holmes,Captain,Cork,Halifax,1757-06-09,British,Grafton,3rd Rate,RN
18537,Henry Blackwood,Captain,Cork,Madeira,1805-01-28,British,Euryalus,5th Rate,RN
18538,Connigsby Norbury,Captain,Cork,New York,1758-01-15,British,Hampshire,,RN
18539,Samuel Barrington,Captain,Cork,New York,1765-01-28,British,Norwich,5th Rate,RN
18540,Philip Herbert,Captain,Cork,Penang via Funchal and Table Bay,1805-09-01,British,Euphrates,,EIC
18541,Benjamin Page,Captain,Cork,Trincomalee via Funchal,1803-05-25,British,Caroline,,RN
18542,James Cumming,Captain,Cork ,Charlestown,1780-12-02,British,Assurance,5th Rate,RN
18543,Joseph Ellison,Captain,Cork (western approaches),Plymouth,1793-05-08,British,Druid,5th Rate,RN
18544,Adriaan Jacobse,Kapitein,Cormantijn,Paramaribo,1763-08-19,Dutch,Prins Willem V,,MCC
18545,R. Grivel,Kapitein,Coromandel,Batavia,1853-05-07,Dutch,Rembrandt van Rhijn,,
18546,Jacobus Buijs,KtZ,Coromandel,Gale,1753-10-24,Dutch,Spaarzaamheid,,
18547,JUAN TOMASCO(?),CAPITAN,CORUA,CDIZ,1772-06-29,Spanish,SAN PEDRO,NAVO,
18548,Thomas Lynn,Captain,Corvo,Madras,1762-08-05,British,Chatham,4th Rate,RN
18549,DESCONOCIDO,,COSTA PATAGNICA,CDIZ,1786-03-18,Spanish,SANTA MARA DE LA CAVEZA,DESCONOCIDO,
18550,de Vaugiraud,Cdt.,Coulon,Martinique,1788-09-24,French,La Graciense,Fregate,
18551,de Vaugiraud,Cdt.,Coulon,Martinique,1788-10-30,French,La Graciense,Fregate,
18552,James Bissett,Captain,Cowes Rd,Barbadoes,1791-12-17,British,Falcon,brig,RN
18553,Henry Drummond,Captain,Cowes Road,Bombay,1824-02-15,British,Castle Huntley,,EIC
18554,Jeremiah Dawkins,Captain,Coxs Island (Bengal),Downs,1793-03-27,British,Earl Talbot,,EIC
18555,William Ranier,Captain,Cracatoa,Fort St David Road (Madras),1750-09-01,British,Vigilant,Ship o.t. Line,RN
18556,Thomas Borradaile,Captain,Crakatoa,St Helena,1822-01-01,British,Inglis,,EIC
18557,Tyringham Howe,Captain,Crany Island,Brunswick,1774-02-10,British,Cruizer,Sloop,RN
18558,Thomas Hankenson,Captain,Crew Setra,Dixcove,1752-10-24,British,Badger,Snow,RN
18559,George Cockburne,Captain,Crooked Island (Bahamas),Spithead,1752-03-17,British,Glory,5th Rate,RN
18560,Edward Clarke (dismissed Jan 1,Captain,Crooked Island (Bahamas),Spithead,1755-03-01,British,Jason,,RN
18561,James Hawker,Captain,"Croque, Newfoundland","Fercera, near St Michaels",1771-10-09,British,Alborough,6th Rate,RN
18562,James Hawker,Captain,"Croque, Newfoundland","Fercera, near St Michaels ",1771-10-09,British,Alborough,6th Rate,RN
18563,Andrew Tool,Captain,Cruise off Cape,,1797-11-01,British,Trusty,4th rate,RN
18564,Charles Boyles,Captain,Cruise off Cape,,1798-07-15,British,Raisonable,3rd rate,RN
18565,John Hallwall,Captain,cruising,,1756-03-01,British,Gibraltar,3rd Rate,RN
18566,Maurice Suckling,Captain,Cruising off Port Royal,,1759-10-13,British,Dreadnought,3rd Rate,RN
18567,Richard Edwards,Captain,Cuba,England,1755-08-25,British,Gosport,5th Rate,RN
18568,de Rospiec Trevier,Cdt.,Cul de Sac,Cap Francaise,1787-11-18,French,LEtoile,Flute,
18569,Thomas Debuke,Captain,Cumbava,Cape of Good Hope,1761-03-07,British,Pocock,,EIC
18570,D. Buijs,KLtZ,Cura_ao,Boca Chica,1826-08-29,Dutch,Panter,Brik,MAR
18571,,,Cura_ao,Jamaica,1816-03-06,Dutch,Prins van Oranje,,ADM
18572,I.A. Houtman,Kapitein,Cura_ao,La Guaijra,1847-08-05,Dutch,Meermin,,MAR
18573,I.A. Houtman,Kapitein,Cura_ao,La Guaijra,1849-03-15,Dutch,Meermin,,MAR
18574,Ernst Baronde Peterse,Schout bij nacht,Cura_ao,Middelburg,1751-08-01,Dutch,Middelburg,,ADM
18575,J. van der Straaten,KLtZ,Cura_ao,Nederland,1833-08-18,Dutch,Koerier,,MAR
18576,Volmer Knollaert,LtZ,Cura_ao,Nederland,1852-05-23,Dutch,Adder,Schoener,
18577,Arriens,Kapitein,Cura_ao,New York,1835-08-08,Dutch,Maas,Fregat,MAR
18578,I.A. Houtman,Kapitein,Cura_ao,Porto Cabello,1847-04-27,Dutch,Meermin,,MAR
18579,I.A. Houtman,Kapitein,Cura_ao,Puerto Cabello,1849-04-03,Dutch,Meermin,,MAR
18580,D. Buijs,KLtZ,Cura_ao,St Eustacius,1828-12-12,Dutch,Panter,Brik,MAR
18581,D. Buijs,KLtZ,Cura_ao,St Eustacius,1829-03-13,Dutch,Panter,Brik,MAR
18582,D. Buijs,KLtZ,Cura_ao,St Eustacius,1830-05-31,Dutch,Panter,Brik,MAR
18583,I.A. Houtman,Kapitein,Cura_ao,St Eustacius,1847-10-16,Dutch,Meermin,,MAR
18584,I.A. Houtman,Kapitein,Cura_ao,St. Maarten,1848-01-07,Dutch,Meermin,,MAR
18585,J.L. van Hasselt,KLtz,Cura_ao,St Martin,1850-10-23,Dutch,Venus,Brik,Marine
18586,D. Buijs,KLtZ,Cura_ao,Suriname,1828-04-04,Dutch,Panter,Brik,MAR
18587,J. van der Straaten,KLtZ,Cura_ao,Suriname,1830-01-06,Dutch,Koerier,,MAR
18588,I.A. Houtman,Kapitein,Cura_ao,Suriname,1848-07-28,Dutch,Meermin,,MAR
18589,Volmer Knollaert,LtZ,Cura_ao,Suriname,1849-06-14,Dutch,Adder,Schoener,
18590,,,Cura_ao,Suriname,1853-10-24,Dutch,Arend,,MER
18591,C.A. Bodel,KLtZ,Cura_ao,Vlissingen,1823-11-16,Dutch,Zwaluw,Brik,ADM
18592,I.A. Houtman,Kapitein,Cura_ao,Vlissingen,1849-09-04,Dutch,Meermin,,MAR
18593,A.J. Smit van den Broecke,KLtZ,Cura_ao,Willemsoord,1852-03-28,Dutch,Gedeh,Stoomschip,MAR
18594,E. Ippius Fockens,KLtz,Curacao,Aguadilla,1850-04-22,Dutch,Venus,Brik,Marine
18595,,,Curacao,Baai Jacomel,1841-07-26,Dutch,Venus,Brik,MAR
18596,Bolken,KLtZ,Curacao,De Goede Rheede,1819-05-05,Dutch,Zwaluw,Brik,ADM
18597,W.J. van Ees,KLtZ,Curacao,Fruxillo,1827-01-22,Dutch,Valk,Brik,MAR
18598,H. van de Velde,KLtZ,Curacao,Havanna,1830-05-06,Dutch,Pallas,5th Rate,
18599,E. Lucas,Kapitein,Curacao,Havannah,1830-04-22,Dutch,Sumatra-Java,Fregat,MAR
18600,Van der Gon,Kapitein,Curacao,Hellevoetsluis,1759-10-24,Dutch,Dordregt,Fregat,ADM
18601,Johan Hendrik van Ourijk,Kapitein,Curacao,Hellevoetsluis,1761-09-23,Dutch,Schiedam,,ADM
18602,Simon Loopuyt,Kapitein,Curacao,Hellevoetsluis,1762-07-22,Dutch,Princes Carolina,,ADM
18603,P. van Hoogwerff,Kapitein,Curacao,Hellevoetsluis,1770-05-21,Dutch,Castor,Fregat,ADM
18604,Johannes Jansen Eije,Luitenant,Curacao,Hellevoetsluis,1783-04-06,Dutch,Kemphaan,,ADM
18605,J.T.C. Wardenburg,Kapitein,Curacao,Hellevoetsluis,1820-04-05,Dutch,Dolfijn,Korvet,MAR
18606,H.W. de Quartel,KLtz,Curacao,Hellevoetsluis,1822-08-01,Dutch,Mercuur,Brik,ADM
18607,J. W. Moll,LtZ,Curacao,Hellevoetsluis,1827-07-07,Dutch,Curacao,Steamer,ADM
18608,J. W. Moll,LtZ,Curacao,Hellevoetsluis,1828-06-04,Dutch,Curacao,Steamer,ADM
18609,G. Jonker,LtZ,Curacao,Hellevoetsluis,1831-10-31,Dutch,Dordrecht,,MAR
18610,G. Jonker,LtZ,Curacao,Hellevoetsluis,1832-07-05,Dutch,Dordrecht,,MAR
18611,G. Jonker,LtZ,Curacao,Hellevoetsluis,1833-09-15,Dutch,Dordrecht,,MAR
18612,G. Jonker,LtZ,Curacao,Hellevoetsluis,1834-04-17,Dutch,Dordrecht,,MAR
18613,H.H.T. Coops,KLtZ,Curacao,Hellevoetsluis,1837-07-20,Dutch,Dordrecht,,MAR
18614,H.H.T. Coops,KLtZ,Curacao,Hellevoetsluis,1838-06-23,Dutch,Dordrecht,,MAR
18615,,,Curacao,Hellevoetsluis,1842-05-18,Dutch,Curacao,Steamer,Marine
18616,A.A. Bolken,LtZ 1e klasse,Curacao,Hellevoetsluis,1842-05-18,Dutch,Curacao,Steamer,MAR
18617,C. van der Hart,KLtZ,Curacao,Hellevoetsluis,1842-09-07,Dutch,Dordrecht,,MAR
18618,,,Curacao,Hellevoetsluis,1844-04-06,Dutch,Venus,Brik,MAR
18619,W. Steffens,Kapitein,Curacao,Hellevoetsluis,1850-08-20,Dutch,Haay,Brik,
18620,C.J. Berghuis,LtZ,Curacao,Hellevoetsluis,1851-06-09,Dutch,Atalante,Brik,
18621,E. Ippius Fockens,KLtz,Curacao,Laguaijra,1849-08-19,Dutch,Venus,Brik,Marine
18622,H. van de Velde,KLtZ,Curacao,Laguayra,1826-11-09,Dutch,Pallas,5th Rate,
18623,Bolken,KLtZ,Curacao,La Guayra,1818-12-09,Dutch,Zwaluw,Brik,ADM
18624,J. Blom,Kapitein,Curacao,La Guayra,1820-12-11,Dutch,Komeet,Korvet,
18625,,,Curacao,La Guayra,1842-07-12,Dutch,Venus,Brik,MAR
18626,,,Curacao,Martinique,1841-06-03,Dutch,Venus,Brik,MAR
18627,Pieter van Breen,Journaalhouder,Curacao,Middelburg,1763-06-11,Dutch,Vrouwe Johanna Cores,Fregat,MCC
18628,D. Pruijmelaar,Kapitein,Curacao,Middelburg,1765-05-29,Dutch,Eenigheijt,,MCC
18629,Dirk Hallersteede,Schrijver,Curacao,Nederland,1755-09-07,Dutch,Dolphijn,,ADM
18630,J.S. Weerstand,Kapitein,Curacao,Nederland,1763-05-10,Dutch,Snoek en Both,Fregat,WIC
18631,Johannes Jansen Eije,Luitenant,Curacao,Nederland,1782-06-16,Dutch,Kemphaan,,ADM
18632,Zuilen van Nijeveld,Kapitein,Curacao,Nederland,1817-04-27,Dutch,Ajax,Korvet,ADM
18633,J. Modera,LtZ,Curacao,Nederland,1847-08-14,Dutch,Dordrecht,,MAR
18634,von Romer,KLtZ,Curacao,Nederland,1848-05-06,Dutch,Dordrecht,,MAR
18635,J. F. D. Bouricius,Kapitein ter Zee,Curacao,Nederland,1850-07-27,Dutch,Prins Van Oranje,Fregat,Marine
18636,,,Curacao,Nederland,1855-06-21,Dutch,Koerier,,MAR
18637,Zuirijn Dabenis,Kapitein,Curacao,Nieuwediep,1778-06-30,Dutch,Princes Louisa,Oorlogsschip,ADM
18638,C. van der Hart,KLtZ,Curacao,Nieuwediep,1841-05-28,Dutch,Dordrecht,,MAR
18639,M.C. van Vreeland,Kapitein,Curacao,Nieuwediep,1853-12-12,Dutch,Merwede,,
18640,H. van de Velde,KLtZ,Curacao,Omoa,1828-12-25,Dutch,Pallas,5th Rate,
18641,J. Blom,Kapitein,Curacao,Paramaribo,1821-01-27,Dutch,Komeet,Korvet,
18642,,,Curacao,Paramaribo,1832-07-11,Dutch,Hippomenes,Korvet,ADM
18643,H.H.T. Coops,KLtZ,Curacao,Paramaribo,1836-07-05,Dutch,Dordrecht,,MAR
18644,,,Curacao,Paramaribo,1840-08-13,Dutch,Curacao,Steamer,Marine
18645,A.A. Bolken,LtZ 1e klasse,Curacao,Paramaribo,1840-08-13,Dutch,Curacao,Steamer,MAR
18646,,,Curacao,Paramaribo,1843-09-18,Dutch,Venus,Brik,MAR
18647,W.H. van Voss,Kapitein,Curacao,Parimaribo,1834-02-14,Dutch,Echo,Brik,
18648,W.H. van Voss,Kapitein,Curacao,Parimaribo,1834-11-02,Dutch,Echo,Brik,
18649,W.H. van Voss,Kapitein,Curacao,Parimaribo,1835-07-16,Dutch,Echo,Brik,
18650,,,Curacao,Parimaribo,1836-07-13,Dutch,Echo,Brik,ADM
18651,C. Schroeder,KLtZ,Curacao,Porto Rico,1823-11-11,Dutch,Eendracht,Korvet,ADM
18652,,,Curacao,Rio de Janeiro,1827-02-01,Dutch,Amstel,,Marine
18653,W.J. van Ees,KLtZ,Curacao,Rotterdam,1832-08-01,Dutch,Valk,Brik,MAR
18654,,,Curacao,St Domingo,1833-11-25,Dutch,Hippomenes,Korvet,ADM
18655,W.J. van Ees,KLtZ,Curacao,St Eustacius,1828-10-05,Dutch,Valk,Brik,MAR
18656,W.J. van Ees,KLtZ,Curacao,St Eustacius,1829-11-01,Dutch,Valk,Brik,MAR
18657,W.J. van Ees,KLtZ,Curacao,St Eustacius,1831-04-12,Dutch,Valk,Brik,MAR
18658,J.P. Muller,KLtZ,Curacao,St Eustacius,1833-12-29,Dutch,Pegasus,Brik,MAR
18659,J.P. Muller,KLtZ,Curacao,St Eustacius,1834-07-09,Dutch,Pegasus,Brik,MAR
18660,J.P. Muller,KLtZ,Curacao,St Eustacius,1835-04-25,Dutch,Pegasus,Brik,MAR
18661,I.A. Houtman,Kapitein,Curacao,St Eustacius,1846-05-07,Dutch,Meermin,,MAR
18662,Volmer Knollaert,LtZ,Curacao,St. Eustacius,1848-11-04,Dutch,Adder,Schoener,
18663,Robijn,Chirurgijn,Curacao,St Eustatius,1803-06-08,Dutch,Wolf,,MAR
18664,C. Schroeder,KLtZ,Curacao,St Eustatius,1826-01-20,Dutch,Eendracht,Korvet,ADM
18665,J. van der Straaten,KLtZ,Curacao,St Eustatius,1829-02-10,Dutch,Koerier,,MAR
18666,H. van de Velde,KLtZ,Curacao,St Eustatius,1829-06-19,Dutch,Pallas,5th Rate,
18667,H. van de Velde,KLtZ,Curacao,St Eustatius,1829-09-09,Dutch,Pallas,5th Rate,
18668,H. van de Velde,KLtZ,Curacao,St Eustatius,1830-10-04,Dutch,Pallas,5th Rate,
18669,J. van der Straaten,KLtZ,Curacao,St Eustatius,1832-03-29,Dutch,Koerier,,MAR
18670,,,Curacao,St Eustatius,1837-04-16,Dutch,Echo,Brik,ADM
18671,,,Curacao,St Eustatius,1843-01-08,Dutch,Venus,Brik,MAR
18672,J.P. Muller,KLtZ,Curacao,St Maarten,1832-11-15,Dutch,Pegasus,Brik,MAR
18673,,,Curacao,St Maarten,1842-02-01,Dutch,Venus,Brik,MAR
18674,E. Ippius Fockens,KLtz,Curacao,St Martin,1850-06-20,Dutch,Venus,Brik,Marine
18675,H. van de Velde,KLtZ,Curacao,Suriname,1826-12-12,Dutch,Pallas,5th Rate,
18676,I.A. Houtman,Kapitein,Curacao,Suriname,1846-09-06,Dutch,Meermin,,MAR
18677,,,Curacao,Suriname,1852-12-10,Dutch,Koerier,,MAR
18678,Taalman,Kapitein,Curacao,Texel,1753-01-06,Dutch,Arend,,ADM
18679,Zoutman,Kapitein,Curacao,Texel,1764-04-30,Dutch,Dolphijn,,ADM
18680,J.L. Bosch,Kapitein,Curacao,Texel,1785-07-15,Dutch,Zeepaard,Fregat,ADM
18681,,,Curacao,Texel,1786-07-16,Dutch,Panther,4th Rate,ADM
18682,C. Schroeder,KLtZ,Curacao,Texel,1826-06-23,Dutch,Eendracht,Korvet,ADM
18683,J. Spanjaard,KLtZ,Curacao,The Netherlands,1853-11-07,Dutch,Amsterdam,,
18684,H. van de Velde,KLtZ,Curacao,Trunillo,1828-03-31,Dutch,Pallas,5th Rate,
18685,J. van der Straaten,KLtZ,Curacao,Truxillo,1828-09-05,Dutch,Koerier,,MAR
18686,E. Lucas,Kapitein,Curacao,Vera Cruz,1829-02-03,Dutch,Sumatra-Java,Fregat,MAR
